company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
UA,2323,15-08-2025,ORD,MCO,2025-08-15T09:15:00Z,2025-08-15T13:10:00Z,2025-08-15T09:08:00Z,2025-08-15T12:53:00Z,200,A321-2NX,Mainline,86,86,62
G7,4599,12-08-2025,ORD,BHM,2025-08-12T19:45:00Z,2025-08-12T21:49:00Z,2025-08-12T22:44:00Z,2025-08-13T00:32:00Z,50,CRJ-550,Express,155,24,29
UA,1980,06-08-2025,ORD,LGA,2025-08-06T06:00:00Z,2025-08-06T09:11:00Z,2025-08-06T05:54:00Z,2025-08-06T09:03:00Z,166,B737-800,Mainline,655,649,51
OO,5021,01-08-2025,ORD,SUX,2025-08-01T20:50:00Z,2025-08-01T22:40:00Z,2025-08-01T22:24:00Z,2025-08-02T00:05:00Z,50,CRJ-550,Express,25,61,29
UA,1905,15-08-2025,ORD,PIT,2025-08-15T18:10:00Z,2025-08-15T20:51:00Z,2025-08-15T18:09:00Z,2025-08-15T20:57:00Z,150,A320-200,Mainline,65,48,46
OO,5290,10-08-2025,ORD,BOI,2025-08-10T19:45:00Z,2025-08-10T22:52:00Z,2025-08-10T19:44:00Z,2025-08-10T22:36:00Z,70,ERJ-175,Express,81,116,34
OO,5833,05-08-2025,ORD,DTW,2025-08-05T18:11:00Z,2025-08-05T20:45:00Z,2025-08-05T18:10:00Z,2025-08-05T20:59:00Z,76,ERJ-175,Express,86,97,34
UA,1314,01-08-2025,ORD,IAH,2025-08-01T14:26:00Z,2025-08-01T17:25:00Z,2025-08-01T14:32:00Z,2025-08-01T17:18:00Z,200,A321-2NX,Mainline,72,88,62
UA,1620,14-08-2025,ORD,SEA,2025-08-14T08:50:00Z,2025-08-14T11:37:00Z,2025-08-14T08:48:00Z,2025-08-14T11:26:00Z,200,A321-2NX,Mainline,72,68,62
OO,4791,11-08-2025,ORD,SBN,2025-08-11T10:35:00Z,2025-08-11T12:33:00Z,2025-08-11T10:26:00Z,2025-08-11T12:17:00Z,50,CRJ-550,Express,56,50,29
OO,4739,04-08-2025,ORD,GRB,2025-08-04T15:35:00Z,2025-08-04T16:48:00Z,2025-08-04T15:36:00Z,2025-08-04T17:10:00Z,50,CRJ-200,Express,1995,2003,29
YX,3707,14-08-2025,ORD,IND,2025-08-14T19:45:00Z,2025-08-14T22:00:00Z,2025-08-14T20:51:00Z,2025-08-14T23:09:00Z,76,ERJ-175,Express,52,71,39
UA,2172,14-08-2025,ORD,FAI,2025-08-14T16:05:00Z,2025-08-14T19:40:00Z,2025-08-14T16:14:00Z,2025-08-14T19:38:00Z,166,B737-MAX8,Mainline,77,104,51
OO,4809,01-08-2025,ORD,ICT,2025-08-01T09:03:00Z,2025-08-01T11:21:00Z,2025-08-01T08:56:00Z,2025-08-01T11:02:00Z,76,ERJ-175,Express,58,64,34
G7,4387,07-08-2025,ORD,CID,2025-08-07T09:20:00Z,2025-08-07T10:40:00Z,2025-08-07T09:16:00Z,2025-08-07T10:25:00Z,50,CRJ-550,Express,75,87,29
YX,3655,13-08-2025,ORD,PIT,2025-08-13T12:50:00Z,2025-08-13T15:28:00Z,2025-08-13T12:47:00Z,2025-08-13T15:18:00Z,76,ERJ-175,Express,49,52,39
OO,5790,03-08-2025,ORD,CRW,2025-08-03T18:20:00Z,2025-08-03T21:04:00Z,2025-08-03T18:16:00Z,2025-08-03T20:47:00Z,50,CRJ-200,Express,90,42,29
OO,5532,11-08-2025,ORD,MCI,2025-08-11T07:24:00Z,2025-08-11T09:13:00Z,2025-08-11T07:20:00Z,2025-08-11T08:58:00Z,70,ERJ-175,Express,865,863,34
YX,3451,14-08-2025,ORD,PWM,2025-08-14T13:55:00Z,2025-08-14T17:37:00Z,2025-08-14T14:22:00Z,2025-08-14T17:37:00Z,76,ERJ-175,Express,49,67,34
OO,5020,09-08-2025,ORD,FOD,2025-08-09T12:30:00Z,2025-08-09T14:03:00Z,2025-08-09T12:20:00Z,2025-08-09T13:53:00Z,50,CRJ-200,Express,40,33,29
OO,5020,07-08-2025,ORD,FOD,2025-08-07T12:30:00Z,2025-08-07T14:03:00Z,2025-08-07T12:26:00Z,2025-08-07T13:34:00Z,50,CRJ-200,Express,40,56,29
OO,5474,08-08-2025,ORD,MBS,2025-08-08T18:35:00Z,2025-08-08T21:02:00Z,2025-08-08T18:29:00Z,2025-08-08T21:08:00Z,50,CRJ-550,Express,105,67,29
YX,3523,10-08-2025,ORD,RIC,2025-08-10T15:17:00Z,2025-08-10T18:38:00Z,2025-08-10T15:15:00Z,2025-08-10T18:29:00Z,76,ERJ-175,Express,47,55,34
OO,5643,11-08-2025,ORD,CAK,2025-08-11T21:10:00Z,2025-08-11T23:46:00Z,2025-08-11T21:06:00Z,2025-08-11T23:56:00Z,50,CRJ-550,Express,45,42,29
UA,2483,09-08-2025,ORD,IAH,2025-08-09T10:35:00Z,2025-08-09T13:29:00Z,2025-08-09T10:41:00Z,2025-08-09T13:12:00Z,179,B737-MAX9,Mainline,79,82,62
UA,2148,08-08-2025,ORD,SAT,2025-08-08T19:40:00Z,2025-08-08T22:38:00Z,2025-08-08T19:40:00Z,2025-08-08T22:31:00Z,150,A320-200,Mainline,60,80,46
UA,1576,03-08-2025,ORD,LGA,2025-08-03T20:00:00Z,2025-08-03T23:22:00Z,2025-08-03T20:03:00Z,2025-08-03T23:42:00Z,166,B737-800,Mainline,63,65,60
UA,2008,12-08-2025,ORD,MCO,2025-08-12T11:02:00Z,2025-08-12T14:57:00Z,2025-08-12T10:55:00Z,2025-08-12T14:40:00Z,234,B757-300,Mainline,81,89,66
UA,1387,11-08-2025,ORD,SFO,2025-08-11T08:50:00Z,2025-08-11T11:29:00Z,2025-08-11T08:52:00Z,2025-08-11T11:08:00Z,350,B777-300,Mainline,759,694,87
UA,2488,04-08-2025,ORD,LGA,2025-08-04T12:00:00Z,2025-08-04T15:20:00Z,2025-08-04T12:25:00Z,2025-08-04T15:29:00Z,166,B737-800,Mainline,11,50,51
UA,288,06-08-2025,ORD,SNN,2025-08-06T18:05:00Z,2025-08-07T07:30:00Z,2025-08-06T20:16:00Z,2025-08-07T09:23:00Z,176,B757-200,Mainline,84,156,75
UA,1832,05-08-2025,ORD,CMH,2025-08-05T07:10:00Z,2025-08-05T09:37:00Z,2025-08-05T07:03:00Z,2025-08-05T09:19:00Z,166,B737-800,Mainline,658,621,51
UA,1139,12-08-2025,ORD,DSM,2025-08-12T09:00:00Z,2025-08-12T10:29:00Z,2025-08-12T08:54:00Z,2025-08-12T10:06:00Z,126,A319-100,Mainline,75,86,43
OO,5905,09-08-2025,ORD,MTJ,2025-08-09T08:45:00Z,2025-08-09T11:13:00Z,2025-08-09T08:39:00Z,2025-08-09T10:53:00Z,76,ERJ-175,Express,43,52,34
UA,380,12-08-2025,ORD,JAX,2025-08-12T11:59:00Z,2025-08-12T15:33:00Z,2025-08-12T11:50:00Z,2025-08-12T15:17:00Z,126,B737-700,Mainline,57,62,43
YX,3700,11-08-2025,ORD,BNA,2025-08-11T07:25:00Z,2025-08-11T09:13:00Z,2025-08-11T07:18:00Z,2025-08-11T09:05:00Z,76,ERJ-175,Express,65,78,34
G7,4518,15-08-2025,ORD,STL,2025-08-15T16:47:00Z,2025-08-15T18:07:00Z,2025-08-15T16:57:00Z,2025-08-15T18:23:00Z,50,CRJ-550,Express,44,30,29
UA,1975,03-08-2025,ORD,ATL,2025-08-03T07:30:00Z,2025-08-03T10:40:00Z,2025-08-03T07:28:00Z,2025-08-03T11:01:00Z,126,A319-100,Mainline,667,664,43
UA,2200,03-08-2025,ORD,SEA,2025-08-03T21:16:00Z,2025-08-03T23:59:00Z,2025-08-03T21:25:00Z,2025-08-04T00:01:00Z,166,B737-MAX8,Mainline,63,72,51
UA,609,10-08-2025,ORD,PHX,2025-08-10T13:34:00Z,2025-08-10T15:22:00Z,2025-08-10T13:33:00Z,2025-08-10T15:42:00Z,179,B737-900,Mainline,61,89,56
UA,2424,04-08-2025,ORD,RDU,2025-08-04T18:20:00Z,2025-08-04T21:27:00Z,2025-08-04T18:19:00Z,2025-08-04T21:39:00Z,179,B737-MAX9,Mainline,110,122,56
OO,5836,05-08-2025,ORD,TYS,2025-08-05T10:35:00Z,2025-08-05T13:21:00Z,2025-08-05T10:28:00Z,2025-08-05T13:03:00Z,50,CRJ-550,Express,56,43,29
YX,3696,13-08-2025,ORD,CVG,2025-08-13T12:55:00Z,2025-08-13T15:21:00Z,2025-08-13T12:47:00Z,2025-08-13T15:18:00Z,76,ERJ-175,Express,69,82,34
UA,1502,08-08-2025,ORD,RDU,2025-08-08T14:08:00Z,2025-08-08T17:16:00Z,2025-08-08T14:00:00Z,2025-08-08T17:00:00Z,179,B737-900,Mainline,74,62,56
G7,4426,07-08-2025,ORD,BUF,2025-08-07T10:35:00Z,2025-08-07T13:21:00Z,2025-08-07T10:28:00Z,2025-08-07T13:00:00Z,50,CRJ-550,Express,43,49,29
OO,5353,06-08-2025,ORD,GRR,2025-08-06T09:05:00Z,2025-08-06T11:17:00Z,2025-08-06T09:01:00Z,2025-08-06T11:07:00Z,50,CRJ-550,Express,75,88,29
UA,1775,03-08-2025,ORD,FLL,2025-08-03T10:45:00Z,2025-08-03T15:03:00Z,2025-08-03T10:44:00Z,2025-08-03T14:49:00Z,179,B737-MAX9,Mainline,75,77,56
G7,4502,03-08-2025,ORD,LEX,2025-08-03T10:50:00Z,2025-08-03T13:21:00Z,2025-08-03T10:49:00Z,2025-08-03T12:57:00Z,50,CRJ-550,Express,58,57,29
UA,600,08-08-2025,ORD,LAS,2025-08-08T14:40:00Z,2025-08-08T16:40:00Z,2025-08-08T14:53:00Z,2025-08-08T16:45:00Z,179,B737-900,Mainline,91,117,56
OO,5379,02-08-2025,ORD,SYR,2025-08-02T13:45:00Z,2025-08-02T16:49:00Z,2025-08-02T13:43:00Z,2025-08-02T16:28:00Z,76,ERJ-175,Express,66,85,34
OO,5521,11-08-2025,ORD,ATW,2025-08-11T15:35:00Z,2025-08-11T16:48:00Z,2025-08-11T17:22:00Z,2025-08-11T18:30:00Z,50,CRJ-200,Express,73,145,29
UA,2182,11-08-2025,ORD,PHL,2025-08-11T11:20:00Z,2025-08-11T14:29:00Z,2025-08-11T11:14:00Z,2025-08-11T14:17:00Z,150,A320-200,Mainline,945,948,110
OO,5763,05-08-2025,ORD,TUL,2025-08-05T12:45:00Z,2025-08-05T14:49:00Z,2025-08-05T12:41:00Z,2025-08-05T14:39:00Z,76,ERJ-175,Express,47,55,34
G7,4554,13-08-2025,ORD,GRB,2025-08-13T14:00:00Z,2025-08-13T15:11:00Z,2025-08-13T14:12:00Z,2025-08-13T15:22:00Z,50,CRJ-550,Express,1555,1586,29
UA,1761,15-08-2025,ORD,FAT,2025-08-15T19:57:00Z,2025-08-15T22:30:00Z,2025-08-15T22:10:00Z,2025-08-16T00:16:00Z,126,B737-700,Mainline,62,45,43
UA,1398,09-08-2025,ORD,ATL,2025-08-09T18:20:00Z,2025-08-09T21:29:00Z,2025-08-09T18:47:00Z,2025-08-09T21:40:00Z,166,B737-800,Mainline,15,64,51
YX,3601,15-08-2025,ORD,YYZ,2025-08-15T08:50:00Z,2025-08-15T11:49:00Z,2025-08-15T08:47:00Z,2025-08-15T11:22:00Z,76,ERJ-175,Express,52,66,42
OO,5444,11-08-2025,ORD,LIT,2025-08-11T08:45:00Z,2025-08-11T10:46:00Z,2025-08-11T08:53:00Z,2025-08-11T10:44:00Z,50,CRJ-550,Express,40,47,29
OO,5360,01-08-2025,ORD,MBS,2025-08-01T13:55:00Z,2025-08-01T16:10:00Z,2025-08-01T13:48:00Z,2025-08-01T15:50:00Z,50,CRJ-550,Express,40,42,29
UA,786,02-08-2025,ORD,BTV,2025-08-02T11:17:00Z,2025-08-02T14:33:00Z,2025-08-02T11:26:00Z,2025-08-02T14:23:00Z,150,A320-200,Mainline,112,114,46
UA,1316,03-08-2025,ORD,SRQ,2025-08-03T11:14:00Z,2025-08-03T15:10:00Z,2025-08-03T11:56:00Z,2025-08-03T15:47:00Z,126,A319-100,Mainline,85,128,43
G7,4491,03-08-2025,ORD,CAE,2025-08-03T18:30:00Z,2025-08-03T21:45:00Z,2025-08-03T18:20:00Z,2025-08-03T21:21:00Z,50,CRJ-550,Express,100,89,29
UA,2401,09-08-2025,ORD,NAS,2025-08-09T10:33:00Z,2025-08-09T14:59:00Z,2025-08-09T10:34:00Z,2025-08-09T14:49:00Z,166,B737-800,Mainline,65,81,65
OO,5234,14-08-2025,ORD,MKE,2025-08-14T10:35:00Z,2025-08-14T11:35:00Z,2025-08-14T10:29:00Z,2025-08-14T11:31:00Z,50,CRJ-550,Express,47,33,29
UA,2677,03-08-2025,ORD,IAD,2025-08-03T17:56:00Z,2025-08-03T20:55:00Z,2025-08-03T18:03:00Z,2025-08-03T21:02:00Z,176,B757-200,Mainline,231,135,122
UA,2148,04-08-2025,ORD,SAT,2025-08-04T19:40:00Z,2025-08-04T22:38:00Z,2025-08-04T19:51:00Z,2025-08-04T22:25:00Z,150,A320-200,Mainline,60,46,46
UA,2004,08-08-2025,ORD,SYR,2025-08-08T13:45:00Z,2025-08-08T16:44:00Z,2025-08-08T13:50:00Z,2025-08-08T16:33:00Z,150,A320-200,Mainline,84,108,46
UA,2684,08-08-2025,ORD,FCA,2025-08-08T08:45:00Z,2025-08-08T11:36:00Z,2025-08-08T08:37:00Z,2025-08-08T11:02:00Z,179,B737-900,Mainline,145,140,62
UA,2665,10-08-2025,ORD,IAH,2025-08-10T21:07:00Z,2025-08-10T23:57:00Z,2025-08-10T21:33:00Z,2025-08-11T00:09:00Z,179,B737-MAX9,Mainline,72,92,56
UA,356,06-08-2025,ORD,ATL,2025-08-06T14:30:00Z,2025-08-06T17:39:00Z,2025-08-06T14:32:00Z,2025-08-06T17:27:00Z,126,B737-700,Mainline,94,81,43
G7,4519,01-08-2025,ORD,SCE,2025-08-01T18:20:00Z,2025-08-01T21:24:00Z,2025-08-01T18:11:00Z,2025-08-01T20:48:00Z,50,CRJ-550,Express,70,61,29
UA,247,15-08-2025,ORD,OMA,2025-08-15T12:45:00Z,2025-08-15T14:22:00Z,2025-08-15T12:39:00Z,2025-08-15T13:59:00Z,150,A320-200,Mainline,67,73,46
YX,3700,04-08-2025,ORD,BNA,2025-08-04T07:25:00Z,2025-08-04T09:13:00Z,2025-08-04T07:25:00Z,2025-08-04T09:06:00Z,76,ERJ-175,Express,65,84,34
UA,2251,10-08-2025,ORD,PIT,2025-08-10T10:35:00Z,2025-08-10T13:14:00Z,2025-08-10T10:30:00Z,2025-08-10T12:59:00Z,126,A319-100,Mainline,70,85,43
UA,2148,13-08-2025,ORD,SAT,2025-08-13T19:40:00Z,2025-08-13T22:38:00Z,2025-08-13T20:11:00Z,2025-08-13T23:01:00Z,150,A320-200,Mainline,60,103,46
G7,4554,09-08-2025,ORD,GRB,2025-08-09T14:00:00Z,2025-08-09T15:11:00Z,2025-08-09T14:00:00Z,2025-08-09T15:34:00Z,50,CRJ-550,Express,71,78,29
UA,2364,07-08-2025,ORD,CMH,2025-08-07T10:38:00Z,2025-08-07T13:07:00Z,2025-08-07T10:46:00Z,2025-08-07T13:03:00Z,166,B737-800,Mainline,69,98,51
UA,1502,01-08-2025,ORD,RDU,2025-08-01T14:08:00Z,2025-08-01T17:16:00Z,2025-08-01T16:16:00Z,2025-08-01T19:37:00Z,179,B737-900,Mainline,-43,103,56
UA,265,14-08-2025,ORD,YYZ,2025-08-14T17:55:00Z,2025-08-14T20:44:00Z,2025-08-14T18:27:00Z,2025-08-14T20:50:00Z,126,A319-100,Mainline,49,67,52
YX,3551,15-08-2025,ORD,SDF,2025-08-15T19:40:00Z,2025-08-15T22:14:00Z,2025-08-15T19:39:00Z,2025-08-15T22:08:00Z,76,ERJ-175,Express,66,100,34
G7,4426,05-08-2025,ORD,BUF,2025-08-05T10:35:00Z,2025-08-05T13:21:00Z,2025-08-05T10:25:00Z,2025-08-05T12:52:00Z,50,CRJ-550,Express,42,45,29
OO,5352,04-08-2025,ORD,CAK,2025-08-04T18:05:00Z,2025-08-04T20:49:00Z,2025-08-04T18:10:00Z,2025-08-04T20:38:00Z,50,CRJ-200,Express,59,31,29
OO,5253,04-08-2025,ORD,FCA,2025-08-04T19:42:00Z,2025-08-04T22:48:00Z,2025-08-04T19:46:00Z,2025-08-04T22:46:00Z,70,ERJ-175,Express,52,64,34
OO,5585,07-08-2025,ORD,ATW,2025-08-07T12:57:00Z,2025-08-07T14:08:00Z,2025-08-07T12:52:00Z,2025-08-07T14:11:00Z,50,CRJ-550,Express,59,74,29
UA,1477,08-08-2025,ORD,PHX,2025-08-08T07:30:00Z,2025-08-08T09:20:00Z,2025-08-08T07:27:00Z,2025-08-08T09:20:00Z,179,B737-MAX9,Mainline,480,502,56
UA,219,01-08-2025,ORD,HNL,2025-08-01T09:30:00Z,2025-08-01T13:30:00Z,2025-08-01T09:50:00Z,2025-08-01T13:42:00Z,318,B787-10,Mainline,165,205,155
OO,5358,06-08-2025,ORD,CAK,2025-08-06T14:35:00Z,2025-08-06T17:09:00Z,2025-08-06T14:29:00Z,2025-08-06T17:01:00Z,50,CRJ-550,Express,80,65,29
UA,2177,10-08-2025,ORD,MSN,2025-08-10T14:00:00Z,2025-08-10T15:03:00Z,2025-08-10T14:11:00Z,2025-08-10T15:08:00Z,126,A319-100,Mainline,245,85,43
OO,5643,05-08-2025,ORD,CAK,2025-08-05T21:10:00Z,2025-08-05T23:46:00Z,2025-08-05T20:57:00Z,2025-08-05T23:39:00Z,50,CRJ-550,Express,45,51,29
G7,4597,11-08-2025,ORD,ROA,2025-08-11T07:15:00Z,2025-08-11T10:44:00Z,2025-08-11T07:07:00Z,2025-08-11T10:44:00Z,50,CRJ-550,Express,38,71,29
UA,1252,08-08-2025,ORD,DCA,2025-08-08T07:00:00Z,2025-08-08T09:57:00Z,2025-08-08T06:53:00Z,2025-08-08T09:48:00Z,126,A319-100,Mainline,850,260,43
G7,4549,13-08-2025,ORD,MLI,2025-08-13T14:00:00Z,2025-08-13T15:07:00Z,2025-08-13T14:04:00Z,2025-08-13T15:13:00Z,50,CRJ-550,Express,115,133,29
UA,1612,03-08-2025,ORD,MEM,2025-08-03T20:00:00Z,2025-08-03T22:00:00Z,2025-08-03T20:00:00Z,2025-08-03T21:53:00Z,126,B737-700,Mainline,65,73,43
OO,5699,11-08-2025,ORD,SAV,2025-08-11T18:18:00Z,2025-08-11T21:50:00Z,2025-08-11T18:12:00Z,2025-08-11T22:26:00Z,76,ERJ-175,Express,93,102,34
OO,4748,06-08-2025,ORD,ATW,2025-08-06T20:20:00Z,2025-08-06T21:35:00Z,2025-08-06T20:28:00Z,2025-08-06T21:33:00Z,50,CRJ-550,Express,190,80,29
G7,4610,12-08-2025,ORD,XNA,2025-08-12T12:41:00Z,2025-08-12T14:35:00Z,2025-08-12T12:33:00Z,2025-08-12T14:20:00Z,50,CRJ-550,Express,36,59,29
OO,5262,07-08-2025,ORD,LNK,2025-08-07T12:45:00Z,2025-08-07T14:35:00Z,2025-08-07T12:41:00Z,2025-08-07T14:18:00Z,50,CRJ-200,Express,40,53,29
UA,1363,01-08-2025,ORD,LAX,2025-08-01T12:54:00Z,2025-08-01T15:23:00Z,2025-08-01T13:16:00Z,2025-08-01T15:51:00Z,200,A321-2NX,Mainline,12,62,62
UA,2364,14-08-2025,ORD,CMH,2025-08-14T10:38:00Z,2025-08-14T13:07:00Z,2025-08-14T10:33:00Z,2025-08-14T12:56:00Z,166,B737-800,Mainline,59,66,51
YX,3696,14-08-2025,ORD,CVG,2025-08-14T12:55:00Z,2025-08-14T15:21:00Z,2025-08-14T12:49:00Z,2025-08-14T15:05:00Z,76,ERJ-175,Express,50,80,34
G7,4518,13-08-2025,ORD,STL,2025-08-13T16:47:00Z,2025-08-13T18:07:00Z,2025-08-13T18:49:00Z,2025-08-13T20:01:00Z,50,CRJ-550,Express,291,412,33
OO,5795,02-08-2025,ORD,TUL,2025-08-02T09:00:00Z,2025-08-02T11:12:00Z,2025-08-02T08:57:00Z,2025-08-02T10:54:00Z,76,ERJ-175,Express,55,75,34
YX,3598,09-08-2025,ORD,SDF,2025-08-09T17:55:00Z,2025-08-09T20:26:00Z,2025-08-09T17:50:00Z,2025-08-09T20:02:00Z,76,ERJ-175,Express,53,61,34
OO,5737,12-08-2025,ORD,OMA,2025-08-12T21:12:00Z,2025-08-12T23:00:00Z,2025-08-13T07:38:00Z,2025-08-13T09:02:00Z,70,ERJ-175,Express,513,1165,34
UA,1361,09-08-2025,ORD,STL,2025-08-09T21:20:00Z,2025-08-09T22:45:00Z,2025-08-09T21:26:00Z,2025-08-09T22:42:00Z,126,A319-100,Mainline,179,136,43
UA,1491,10-08-2025,ORD,DFW,2025-08-10T10:35:00Z,2025-08-10T13:14:00Z,2025-08-10T11:23:00Z,2025-08-10T13:44:00Z,126,A319-100,Mainline,65,48,43
UA,845,05-08-2025,ORD,GRU,2025-08-05T21:20:00Z,2025-08-06T09:30:00Z,2025-08-05T21:22:00Z,2025-08-06T09:38:00Z,318,B787-10,Mainline,385,382,155
UA,920,07-08-2025,ORD,LHR,2025-08-07T18:05:00Z,2025-08-08T08:20:00Z,2025-08-07T18:20:00Z,2025-08-08T08:27:00Z,167,B767-300,Mainline,315,338,145
UA,1580,14-08-2025,ORD,YVR,2025-08-14T19:35:00Z,2025-08-14T22:18:00Z,2025-08-14T19:49:00Z,2025-08-14T22:12:00Z,166,B737-800,Mainline,45,62,65
OO,5712,05-08-2025,ORD,GSP,2025-08-05T13:55:00Z,2025-08-05T16:54:00Z,2025-08-05T13:57:00Z,2025-08-05T17:21:00Z,76,ERJ-175,Express,40,73,34
UA,445,08-08-2025,ORD,ANC,2025-08-08T15:50:00Z,2025-08-08T19:35:00Z,2025-08-08T16:08:00Z,2025-08-08T19:37:00Z,179,B737-MAX9,Mainline,68,100,56
OO,5637,08-08-2025,ORD,GRB,2025-08-08T18:05:00Z,2025-08-08T19:18:00Z,2025-08-08T18:00:00Z,2025-08-08T19:07:00Z,50,CRJ-200,Express,55,61,29
UA,276,07-08-2025,ORD,IAD,2025-08-07T21:31:00Z,2025-08-08T00:30:00Z,2025-08-07T22:49:00Z,2025-08-08T01:34:00Z,200,A321-2NX,Mainline,13,71,62
UA,1756,01-08-2025,ORD,YYZ,2025-08-01T21:14:00Z,2025-08-01T23:58:00Z,2025-08-01T21:38:00Z,2025-08-02T00:08:00Z,166,B737-800,Mainline,74,80,65
UA,1068,10-08-2025,ORD,IAD,2025-08-10T08:52:00Z,2025-08-10T11:55:00Z,2025-08-10T09:02:00Z,2025-08-10T12:01:00Z,176,B757-200,Mainline,942,630,56
UA,1531,07-08-2025,ORD,DSM,2025-08-07T20:20:00Z,2025-08-07T21:47:00Z,2025-08-07T21:18:00Z,2025-08-07T22:21:00Z,126,A319-100,Mainline,64,62,43
UA,556,05-08-2025,ORD,CLT,2025-08-05T07:00:00Z,2025-08-05T10:12:00Z,2025-08-05T07:09:00Z,2025-08-05T10:14:00Z,179,B737-900,Mainline,447,450,56
OO,5380,10-08-2025,ORD,MSY,2025-08-10T07:12:00Z,2025-08-10T09:48:00Z,2025-08-10T07:06:00Z,2025-08-10T09:29:00Z,76,ERJ-175,Express,737,598,34
UA,2683,12-08-2025,ORD,SAN,2025-08-12T14:06:00Z,2025-08-12T16:28:00Z,2025-08-12T14:06:00Z,2025-08-12T16:22:00Z,179,B737-900,Mainline,93,106,56
UA,2394,13-08-2025,ORD,DEN,2025-08-13T18:35:00Z,2025-08-13T20:36:00Z,2025-08-13T19:35:00Z,2025-08-13T20:58:00Z,234,B757-300,Mainline,114,180,66
UA,920,14-08-2025,ORD,LHR,2025-08-14T18:05:00Z,2025-08-15T08:20:00Z,2025-08-14T18:01:00Z,2025-08-15T08:27:00Z,167,B767-300,Mainline,400,418,145
G7,4546,05-08-2025,ORD,AVP,2025-08-05T18:35:00Z,2025-08-05T21:43:00Z,2025-08-05T18:30:00Z,2025-08-05T21:36:00Z,50,CRJ-550,Express,95,80,29
UA,1761,08-08-2025,ORD,FAT,2025-08-08T19:57:00Z,2025-08-08T22:30:00Z,2025-08-08T20:04:00Z,2025-08-08T22:30:00Z,126,B737-700,Mainline,100,76,43
OO,5021,15-08-2025,ORD,SUX,2025-08-15T20:50:00Z,2025-08-15T22:40:00Z,2025-08-15T21:52:00Z,2025-08-15T23:43:00Z,50,CRJ-200,Express,124,30,29
UA,2202,09-08-2025,ORD,IAH,2025-08-09T18:32:00Z,2025-08-09T21:28:00Z,2025-08-09T19:00:00Z,2025-08-09T21:40:00Z,179,B737-900,Mainline,90,117,56
UA,2652,13-08-2025,ORD,RSW,2025-08-13T16:20:00Z,2025-08-13T20:32:00Z,2025-08-13T16:26:00Z,2025-08-13T20:21:00Z,166,B737-800,Mainline,85,69,51
OO,4809,03-08-2025,ORD,ICT,2025-08-03T09:03:00Z,2025-08-03T11:21:00Z,2025-08-03T10:19:00Z,2025-08-03T12:05:00Z,76,ERJ-175,Express,-28,30,39
OO,5963,04-08-2025,ORD,BDL,2025-08-04T14:09:00Z,2025-08-04T17:36:00Z,2025-08-04T14:02:00Z,2025-08-04T17:14:00Z,70,ERJ-175,Express,96,40,34
OO,5027,11-08-2025,ORD,MCW,2025-08-11T07:45:00Z,2025-08-11T09:14:00Z,2025-08-11T07:39:00Z,2025-08-11T09:30:00Z,50,CRJ-200,Express,52,35,29
G7,4585,01-08-2025,ORD,DAY,2025-08-01T10:55:00Z,2025-08-01T13:18:00Z,2025-08-01T10:46:00Z,2025-08-01T13:12:00Z,50,CRJ-550,Express,69,76,29
OO,5272,05-08-2025,ORD,MSN,2025-08-05T10:35:00Z,2025-08-05T11:43:00Z,2025-08-05T10:29:00Z,2025-08-05T11:29:00Z,50,CRJ-550,Express,69,75,29
G7,4529,07-08-2025,ORD,SGF,2025-08-07T08:55:00Z,2025-08-07T10:48:00Z,2025-08-07T08:52:00Z,2025-08-07T10:38:00Z,50,CRJ-550,Express,50,59,29
G7,4574,12-08-2025,ORD,YOW,2025-08-12T10:56:00Z,2025-08-12T14:04:00Z,2025-08-12T10:46:00Z,2025-08-12T13:37:00Z,50,CRJ-550,Express,102,85,37
G7,4588,14-08-2025,ORD,MDT,2025-08-14T13:55:00Z,2025-08-14T16:57:00Z,2025-08-14T15:07:00Z,2025-08-14T17:43:00Z,50,CRJ-550,Express,58,40,29
UA,1077,07-08-2025,ORD,DCA,2025-08-07T06:00:00Z,2025-08-07T08:57:00Z,2025-08-07T05:53:00Z,2025-08-07T08:34:00Z,166,B737-800,Mainline,655,507,51
UA,2106,14-08-2025,ORD,SFO,2025-08-14T21:40:00Z,2025-08-15T00:30:00Z,2025-08-14T21:59:00Z,2025-08-15T00:48:00Z,200,A321-2NX,Mainline,75,88,62
OO,5564,09-08-2025,ORD,SBN,2025-08-09T14:20:00Z,2025-08-09T16:18:00Z,2025-08-09T16:41:00Z,2025-08-09T18:34:00Z,76,ERJ-175,Express,-32,68,34
OO,4792,10-08-2025,ORD,ROA,2025-08-10T17:57:00Z,2025-08-10T21:04:00Z,2025-08-10T18:05:00Z,2025-08-10T21:17:00Z,76,ERJ-175,Express,66,91,39
G7,4571,10-08-2025,ORD,XNA,2025-08-10T20:00:00Z,2025-08-10T22:06:00Z,2025-08-10T22:07:00Z,2025-08-10T23:49:00Z,50,CRJ-550,Express,85,30,29
